"Hurghada:",,"compound",,,,,,,,,,,,,,,
"https://www.google.com/maps/place/King+Tut+Aqua+Park+Beach+Resort+Hurghada/data=!4m10!3m9!1s0x145287d14622e537:0xb9e60a12299c26ef!5m2!4m1!1i2!8m2!3d27.2533789!4d33.8342824!16s%2Fg%2F1tj2qmz5!19sChIJN-UiRtGHUhQR7yacKRIK5rk?authuser=0&hl=en&rclk=1","King Tut Aqua Park Beach Resort Hurghada","01002599022","3","3.9","N/A"," Hurghada 2, Red Sea Governorate 84515 ","N/A","resort"
"https://www.google.com/maps/place/Pickalbatros+Dana+Beach+Resort+-+Hurghada/data=!4m10!3m9!1s0x1452802857c9238f:0x146fb41d9724015e!5m2!4m1!1i2!8m2!3d27.0967638!4d33.8321727!16s%2Fg%2F11c1pgl3c7!19sChIJjyPJVyiAUhQRXgEklx20bxQ?authuser=0&hl=en&rclk=1","Pickalbatros Dana Beach Resort - Hurghada","0653460401","11","4.6","https://www.pickalbatros.com/hotels-resorts/dana-beach-resort/"," Villages Road, Hurghada 1, Red Sea Governorate 84511 ","N/A","resort"
"https://www.google.com/maps/place/Selena+Bay+Resort/data=!4m10!3m9!1s0x145263610949bcfd:0x971169bf11cbdd99!5m2!4m1!1i2!8m2!3d27.3171077!4d33.7111811!16s%2Fg%2F11cp7r4z_z!19sChIJ_bxJCWFjUhQRmd3LEb9pEZc?authuser=0&hl=en&rclk=1","Selena Bay Resort","N/A","366","4.3","http://www.selenabay.com/"," Selena Bay Resort Coastal Road, Red Sea Governorate 84517 ","N/A","resort"
"https://www.google.com/maps/place/Zen+Resort+by+TBH+Hotels/data=!4m10!3m9!1s0x144d7ddd18ae180d:0x831e4e60af514688!5m2!4m1!1i2!8m2!3d27.0590756!4d33.8951883!16s%2Fg%2F11sbxrvlg6!19sChIJDRiuGN19TRQRiEZRr2BOHoM?authuser=0&hl=en&rclk=1","Zen Resort by TBH Hotels","01033356587","459","4.0","https://tbhhotels.com/zen-sahl-hashish"," Azzura, Hurghada 1, Red Sea Governorate ","N/A","resort"
"https://www.google.com/maps/place/M%C3%B6venpick+El+Gouna/data=!4m10!3m9!1s0x145287b534bf964d:0x838fc78ea358cc13!5m2!4m1!1i2!8m2!3d27.3950868!4d33.6855238!16s%2Fg%2F1hjhd3___!19sChIJTZa_NLWHUhQRE8xYo47Hj4M?authuser=0&hl=en&rclk=1","Mövenpick El Gouna","0653544501","6","4.5","https://movenpick.accor.com/en/africa/egypt/el-gouna/resort-el-gouna.html?merchantid=seo-maps-EG-B4L7&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=El-Gouna"," Hurghada 2, Red Sea Governorate 84511 ","N/A","resort"
"https://www.google.com/maps/place/Arabella+Azur+Resort/data=!4m10!3m9!1s0x14528636a54b2731:0x8368f93ce14f4544!5m2!4m1!1i2!8m2!3d27.2401917!4d33.8461198!16s%2Fg%2F11c60nhvw5!19sChIJMSdLpTaGUhQRREVP4Tz5aIM?authuser=0&hl=en&rclk=1","Arabella Azur Resort","01001714001","1","4.7","https://www.azurhospitality.com/"," El-Cornich St, Hurghada 1, Red Sea Governorate 84511 ","N/A","resort"
"https://www.google.com/maps/place/Mirage+Bay+Resort+%26+Aqua+Park/data=!4m10!3m9!1s0x144d7fd5620aa5fd:0xc93e9b34f57d6b13!5m2!4m1!1i2!8m2!3d27.09229!4d33.839306!16s%2Fg%2F11b73vb6_s!19sChIJ_aUKYtV_TRQRE2t99TSbPsk?authuser=0&hl=en&rclk=1","Mirage Bay Resort & Aqua Park","01029285547","5","3.4","https://www.mirage-bay.com/"," KM 17 200، طريق الغردقة - سفاجا, Red Sea Governorate ","N/A","resort"
"https://www.google.com/maps/place/Pickalbatros+Water+Valley+Resort+-+Neverland+Hurghada/data=!4m10!3m9!1s0x144d7f9a43e29333:0xb917c3a41ce9f2ec!5m2!4m1!1i2!8m2!3d27.0869335!4d33.8224981!16s%2Fg%2F11h11kkzh7!19sChIJM5PiQ5p_TRQR7PLpHKTDF7k?authuser=0&hl=en&rclk=1","Pickalbatros Water Valley Resort - Neverland Hurghada","0653464670","1","4.7","https://www.pickalbatros.com/water-valley-resort-neverland-hurghada"," 3RPC+483, طريق Hurghada - Safaga Rd, Hurghada 1, Red Sea Governorate 1961501 ","N/A","resort"

"Hurghada:",,"complex",,,,,,,,,,,,,,,
"GoogleMapsURL","Name","Phone","Rating","ReviewsCount","Website","Address","VisibleCategory","Category"
"https://www.google.com/maps/place/SUNRISE+Alma+Bay+Resort/data=!4m10!3m9!1s0x14528038bb714c39:0x8a7db810a26a8485!5m2!4m1!1i2!8m2!3d27.1162675!4d33.825051!16s%2Fg%2F11vl5d7p0s!19sChIJOUxxuziAUhQRhYRqohC4fYo?authuser=0&hl=en&rclk=1","SUNRISE Alma Bay Resort","0216032","5","4.9","https://www.sunrise-resorts.com/alma-bay-resort"," Km 14 Safaga Road, Hurghada 1, Red Sea Governorate 84511 ","N/A","complex"
"https://www.google.com/maps/place/Sheraton+Plaza+Hurghada/data=!4m7!3m6!1s0x145287ab7992b0a9:0x1a48d37025054ad!8m2!3d27.2212512!4d33.8386736!16s%2Fg%2F11cjp8hswv!19sChIJqbCSeauHUhQRrVRQAjeNpAE?authuser=0&hl=en&rclk=1","Sheraton Plaza Hurghada","N/A","278","4.2","https://apartmentsinhurghada.com/sheraton-plaza-in-hurghada/"," Sheraton Plaza, Sheraton Rd, Hurghada, Red Sea Governorate ","Condominium complex","complex"
"https://www.google.com/maps/place/Hurghada+Heights/data=!4m7!3m6!1s0x14528793eb16087b:0xa28d2adf79f66e85!8m2!3d27.2055724!4d33.844137!16s%2Fg%2F11s7zbhwgr!19sChIJewgW65OHUhQRhW72ed8qjaI?authuser=0&hl=en&rclk=1","Hurghada Heights","01227093393","5","5.0","N/A"," 6R4V+6MC The View Compound, Sheraton Rd, Hurghada 1, Red Sea Governorate 84511 ","Housing complex","complex"
"https://www.google.com/maps/place/Hurghada+Gardens/data=!4m7!3m6!1s0x145287a1f9d7868f:0x95c17688a2faf717!8m2!3d27.2269578!4d33.8194866!16s%2Fg%2F11cnchn7wt!19sChIJj4bX-aGHUhQRF_f6ooh2wZU?authuser=0&hl=en&rclk=1","Hurghada Gardens","N/A","70","3.9","N/A"," 6RG9+QQQ, Hurghada 1, Red Sea Governorate 1966401 ","Apartment complex","complex"
"https://www.google.com/maps/place/Hurghada/data=!4m7!3m6!1s0x14528742bbf65133:0xd5fff137df8486f7!8m2!3d27.2148318!4d33.8302724!16s%2Fg%2F11r_w8c4ls!19sChIJM1H2u0KHUhQR94aE3zfx_9U?authuser=0&hl=en&rclk=1","Hurghada","N/A","1","5.0","N/A"," Street 16, الغردقة، البحر الأحمر،،, Hurghada 1, Red Sea Governorate ","Apartment complex","complex"
"https://www.google.com/maps/place/My+house/data=!4m7!3m6!1s0x145287116c4a582b:0x4eb486339104f571!8m2!3d27.2121405!4d33.835079!16s%2Fg%2F11kpswkkkg!19sChIJK1hKbBGHUhQRcfUEkTOGtE4?authuser=0&hl=en&rclk=1","My house","N/A","2","5.0","N/A"," 6R6P+V24, Hurghada 1, Red Sea Governorate 1964241 ","Apartment complex","complex"
"https://www.google.com/maps/place/La+Mer+Residence+Hurghada/data=!4m7!3m6!1s0x145281d091bbf9ad:0x5576d9a84612b3fd!8m2!3d27.1565625!4d33.8230625!16s%2Fg%2F11rqsshdsj!19sChIJrfm7kdCBUhQR_bMSRqjZdlU?authuser=0&hl=en&rclk=1","La Mer Residence Hurghada","01067770180","4","4.8","https://diamond-eg.co/la-mer/"," Hurghada 1, Red Sea Governorate 84511 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF+%D8%B3%D9%83%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x145287ff49519991:0xb7c49658e9152b0b!8m2!3d27.2315995!4d33.8182914!16s%2Fg%2F11q7xrzysn!19sChIJkZlRSf-HUhQRCysV6ViWxLc?authuser=0&hl=en&rclk=1","كمبوند سكاي","01125242033","14","4.4","N/A"," Hurghada 1, Red Sea Governorate 1966403 ","Apartment complex","complex"
"https://www.google.com/maps/place/Siberian+tower+2/data=!4m7!3m6!1s0x1452873266f3c557:0x8b658e563eff38c5!8m2!3d27.2129665!4d33.832357!16s%2Fg%2F11vb9w3qbn!19sChIJV8XzZjKHUhQRxTj_PlaOZYs?authuser=0&hl=en&rclk=1","Siberian tower 2","N/A","2","4.0","N/A"," 6R7J+5X, Hurghada 1, Red Sea Governorate 1964232 ","Apartment complex","complex"
"https://www.google.com/maps/place/Villa+Cocos/data=!4m7!3m6!1s0x145287005a467409:0x8acc82775e73b1c1!8m2!3d27.1976984!4d33.8414275!16s%2Fg%2F11w4p6sns9!19sChIJCXRGWgCHUhQRwbFzXneCzIo?authuser=0&hl=en&rclk=1","Villa Cocos","N/A","1","5.0","N/A"," 5RXR+3HF, Hurghada 1, Red Sea Governorate 1963508 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B3%D9%86%D8%AA%D8%B1+%D8%A7%D9%84%D9%84%D9%8A%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x145287a195917e3f:0xadd19635da4404c0!8m2!3d27.2344662!4d33.8332011!16s%2Fg%2F11pv3j8fvl!19sChIJP36RlaGHUhQRwARE2jWW0a0?authuser=0&hl=en&rclk=1","السنتر الليبي","N/A","60","3.9","N/A"," 6RMM+Q7 قسم أول الغردقة، ","Apartment complex","complex"
"https://www.google.com/maps/place/Masaya+Hurghada/data=!4m7!3m6!1s0x145287cb330fd467:0xf10fa2f5242d88fb!8m2!3d27.240668!4d33.8414204!16s%2Fg%2F11gfh2lr98!19sChIJZ9QPM8uHUhQR-4gtJPWiD_E?authuser=0&hl=en&rclk=1","Masaya Hurghada","01012345678","193","4.3","N/A"," Talateen, Hurghada, Red Sea Governorate 1966751 ","Holiday apartment rental","complex"
"https://www.google.com/maps/place/Mazaj+Palace/data=!4m7!3m6!1s0x145281d73f81d149:0x607255d442a777ca!8m2!3d27.1404831!4d33.8194192!16s%2Fg%2F11y831zqd1!19sChIJSdGBP9eBUhQRynenQtRVcmA?authuser=0&hl=en&rclk=1","Mazaj Palace","01068183412","10","5.0","N/A"," 4RR9+CJX, Hurghada 1, Red Sea Governorate 1962123 ","Apartment complex","complex"
"https://www.google.com/maps/place/Turquoise+Complex/data=!4m7!3m6!1s0x14526325d172c1f7:0xd4738e2682e9853c!8m2!3d27.2960527!4d33.7457086!16s%2Fg%2F11ddww5x33!19sChIJ98Fy0SVjUhQRPIXpgiaOc9Q?authuser=0&hl=en&rclk=1","Turquoise Complex","N/A","119","4.2","N/A"," Hurghada, Red Sea Governorate 1981433 ","Apartment complex","complex"
"https://www.google.com/maps/place/Apartmen+Hossam+3+-+hurghada/data=!4m7!3m6!1s0x1452870006f3bd13:0x44d9fa873943804f!8m2!3d27.2073507!4d33.8375126!16s%2Fg%2F11wvqjtsnn!19sChIJE73zBgCHUhQRT4BDOYf62UQ?authuser=0&hl=en&rclk=1","Apartmen Hossam 3 - hurghada","01028737855","2","5.0","N/A"," Elhadaba Rd, Hurghada 1, Red Sea Governorate 1964221 ","Apartment complex","complex"
"https://www.google.com/maps/place/Marina/data=!4m7!3m6!1s0x1452871d91db1dd3:0x137b3a69d561f9ae!8m2!3d27.2341179!4d33.8299509!16s%2Fg%2F11t0pkn_rq!19sChIJ0x3bkR2HUhQRrvlh1Wk6exM?authuser=0&hl=en&rclk=1","Marina","N/A","5","4.8","N/A"," 6RMH+JXW, Hurghada 1, Red Sea Governorate 1966530 ","Apartment complex","complex"
"https://www.google.com/maps/place/214+B+El+Kawsar+%D9%A2%D9%A1%D9%A4%D8%A8+%D8%A7%D9%84%D9%83%D9%88%D8%AB%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x1452877d1d8baa23:0x8021d12b22837200!8m2!3d27.192941!4d33.8234245!16s%2Fg%2F11h71n9nf4!19sChIJI6qLHX2HUhQRAHKDIivRIYA?authuser=0&hl=en&rclk=1","214 B El Kawsar ٢١٤ب الكوثر","N/A","25","4.4","https://maps.app.goo.gl/RY3yGNUqb736E8x86"," 5RVF+59F, الكوثر, Hurghada 1, Red Sea Governorate 84517 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF+%D8%A8%D9%88%D8%B1%D8%AA%D9%88+%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1+-+%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x145287ac3063bdb5:0x8d65d9bd8ad6b9c!8m2!3d27.2245697!4d33.8208734!16s%2Fg%2F11v6wk4vrv!19sChIJtb1jMKyHUhQRnGut2Jtd1gg?authuser=0&hl=en&rclk=1","كمبوند بورتو المطار - الحجاز","01097737368","2","5.0","N/A"," 6RF9+HW7، طريق الحجاز, Hurghada 1, Red Sea Governorate 1966002 ","Apartment complex","complex"
"https://www.google.com/maps/place/Sara+Residence/data=!4m7!3m6!1s0x1452873b34f2d83f:0x75451cc59a5ca64f!8m2!3d27.1917513!4d33.8297798!16s%2Fg%2F11cn0x9bsn!19sChIJP9jyNDuHUhQRT6ZcmsUcRXU?authuser=0&hl=en&rclk=1","Sara Residence","01287180033","13","4.5","N/A"," 5RRH+PW2, Bowling St, Touristic Villages, Hurghada 1, Red Sea Governorate 1962740 ","Apartment complex","complex"
"https://www.google.com/maps/place/La+Vista+Resort+Hurghada/data=!4m7!3m6!1s0x145281004ca17261:0xb53c86e552e171f0!8m2!3d27.1294929!4d33.821769!16s%2Fg%2F11vk5m3zsc!19sChIJYXKhTACBUhQR8HHhUuWGPLU?authuser=0&hl=en&rclk=1","La Vista Resort Hurghada","01559223220","2","5.0","N/A"," 4RHC+QPR, Hurghada 1, Red Sea Governorate 1962030 ","Apartment complex","complex"
"https://www.google.com/maps/place/Hurghada/data=!4m7!3m6!1s0x145287169bd31797:0x197ce34ca3871a89!8m2!3d27.235183!4d33.8313429!16s%2Fg%2F11sv_h6b_g!19sChIJlxfTmxaHUhQRiRqHo0zjfBk?authuser=0&hl=en&rclk=1","Hurghada","N/A","11","4.0","N/A"," أولاد بطاطا، شارع El-Nasr, Hurghada 1, Red Sea Governorate 1966531 ","Housing complex","complex"
"https://www.google.com/maps/place/The+Chedi+El+Gouna/data=!4m7!3m6!1s0x14526791d2b285b7:0x17fc0fa3cd49a6f2!8m2!3d27.396685!4d33.683137!16s%2Fg%2F11t2xwy7ls!19sChIJt4Wy0pFnUhQR8qZJzaMP_Bc?authuser=0&hl=en&rclk=1","The Chedi El Gouna","0653545162","460","4.8","https://www.thechedielgouna.com/?utm_campaign=Google_My_Business&utm_medium=GMB&utm_source=Google_My_Business"," Hill Villas Rd, Hurghada 2, Red Sea Governorate 84513 ","N/A","complex"
"https://www.google.com/maps/place/Violin+accessories/data=!4m7!3m6!1s0x145287b340e69ef9:0x55e73f4dbdb33660!8m2!3d27.1935084!4d33.8291361!16s%2Fg%2F11fmrk2jwz!19sChIJ-Z7mQLOHUhQRYDazvU0_51U?authuser=0&hl=en&rclk=1","Violin accessories","N/A","1","5.0","N/A"," Hurghada, El Kawthar district ,Shanzleh building , opposite to, Egyption Hospital, قسم الغردقة، البحر الأحمر،, Hurghada, Red Sea Governorate ","Apartment complex","complex"
"https://www.google.com/maps/place/Saber+house/data=!4m7!3m6!1s0x1452870b8414b163:0x1e3603484b51ccab!8m2!3d27.212586!4d33.833999!16s%2Fg%2F11skl8614l!19sChIJY7EUhAuHUhQRq8xRS0gDNh4?authuser=0&hl=en&rclk=1","Saber house","01000354799","6","5.0","N/A"," 6R7M+2HQ, Hurghada 1, Red Sea Governorate 1964240 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B0%D1%8F+%D0%B1%D0%B0%D1%88%D0%BD%D1%8F+1/data=!4m7!3m6!1s0x145287353890aa13:0x193f2a9ef267c730!8m2!3d27.2137399!4d33.8308553!16s%2Fg%2F11vdg10y55!19sChIJE6qQODWHUhQRMMdn8p4qPxk?authuser=0&hl=en&rclk=1","Сибирская башня 1","N/A","5","4.8","N/A"," 6R7J+F8Q Underconstructionbuildingforever, Al Fondok, Hurghada 1, Red Sea Governorate 1964230 ","Apartment complex","complex"
"https://www.google.com/maps/place/Venus+Complex/data=!4m7!3m6!1s0x1452873c65cdc47d:0x8abcaf32b1c94ac4!8m2!3d27.1950673!4d33.8266307!16s%2Fg%2F11b7pzl463!19sChIJfcTNZTyHUhQRxErJsTKvvIo?authuser=0&hl=en&rclk=1","Venus Complex","N/A","53","4.2","N/A"," Metro Street, Touristic Villages, Hurghada 1, Red Sea Governorate 1962745 ","Apartment complex","complex"
"https://www.google.com/maps/place/ICONIC+Resort/data=!4m7!3m6!1s0x1452870cef8277e7:0x86d9548f95b2916f!8m2!3d27.20416!4d33.8393288!16s%2Fg%2F11m692p4h3!19sChIJ53eC7wyHUhQRb5GylY9U2YY?authuser=0&hl=en&rclk=1","ICONIC Resort","01210010036","1","4.0","https://www.emperordevelopments.com/iconic-resort"," Elhadaba Rd, Hurghada 1, Red Sea Governorate 1964218 ","Apartment complex","complex"
"https://www.google.com/maps/place/Montana+Residence/data=!4m7!3m6!1s0x1452873c7bd1b9df:0xe15943fce0187aea!8m2!3d27.1938564!4d33.8267626!16s%2Fg%2F11c56rj60y!19sChIJ37nRezyHUhQR6noY4PxDWeE?authuser=0&hl=en&rclk=1","Montana Residence","01006361542","29","4.5","N/A"," al kawthar,, Hurghada, Red Sea Governorate ","Apartment complex","complex"
"https://www.google.com/maps/place/%D0%9D%D0%B0+%D0%BC%D0%B0%D0%B4%D0%B0%D1%80%D0%B5%D1%81/data=!4m7!3m6!1s0x145287756d3631fd:0x9f78853cc95fcd02!8m2!3d27.2129512!4d33.8364593!16s%2Fg%2F11tcr0z2t5!19sChIJ_TE2bXWHUhQRAs1fyTyFeJ8?authuser=0&hl=en&rclk=1","На мадарес","N/A","2","4.0","N/A"," 6R7P+5HP, Hurghada 1, Red Sea Governorate 1964604 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D9%85%D8%AD%D9%85%D8%AF+%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84+%D9%85%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x145287ed0fb1d85d:0xe7242945ebb4f6cd!8m2!3d27.223018!4d33.8242204!16s%2Fg%2F11s0rc6wj5!19sChIJXdixD-2HUhQRzfa060UpJOc?authuser=0&hl=en&rclk=1","محمد إسماعيل محمد","01223975507","4","3.0","N/A"," 6RFF+6M قسم أول الغردقة، ","Apartment complex","complex"
"https://www.google.com/maps/place/Shenouda+Gabriel/data=!4m7!3m6!1s0x145287a8a3413087:0x38e73f4baa51b382!8m2!3d27.2316514!4d33.813723!16s%2Fg%2F11pkm5jxqp!19sChIJhzBBo6iHUhQRgrNRqks_5zg?authuser=0&hl=en&rclk=1","Shenouda Gabriel","N/A","1","5.0","N/A"," 6RJ7+MF9، طريق الحجاز، الغردقة، البحر الأحمر،، قسم ثان الغردقة، البحر الأحمر،, Hurghada 1, 1952330 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D8%B3%D9%83%D9%86+%D8%B9%D8%A7%D9%85%D9%84%D9%8A%D9%86+%D8%A8%D9%8A%D9%84%D8%A7+%D9%81%D9%8A%D8%B3%D8%AA%D8%A7+%D8%A7%D9%84%D9%85%D8%AF%D8%A7%D8%B1%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x145287b3a8992b87:0xd98ee424d3fb8a9e!8m2!3d27.2145249!4d33.8331032!16s%2Fg%2F11jznxfqnd!19sChIJhyuZqLOHUhQRnor70yTkjtk?authuser=0&hl=en&rclk=1","سكن عاملين بيلا فيستا المدارس","N/A","4","4.0","N/A"," 6R7M+Q65، قسم أول الغردقة، البحر الأحمر 1964701، ","Apartment complex","complex"
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D9%8A%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14528707186bc479:0xb157c0b27b103c04!8m2!3d27.2506362!4d33.8318523!16s%2Fg%2F11sv_blg8s!19sChIJecRrGAeHUhQRBDwQe7LAV7E?authuser=0&hl=en&rclk=1","البيت","N/A","3","5.0","N/A"," 7R2J+7P5 سور الازاعه والتلفزيون, Hurghada 2, Red Sea Governorate 1971716 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D9%87%D8%A7%D8%A8+%D8%B1%D9%8A%D8%B2%D9%88%D8%B1%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x145281dd94a75645:0x7ff2e1508ed8647f!8m2!3d27.1552345!4d33.8206387!16s%2Fg%2F11sc3p1d4x!19sChIJRVanlN2BUhQRf2TYjlDh8n8?authuser=0&hl=en&rclk=1","هاب ريزورت","01060014791","2","4.5","N/A"," 5R4C+37R, Hurghada 1, Red Sea Governorate 1962403 ","Apartment complex","complex"
"https://www.google.com/maps/place/Apartment+For+Sale/data=!4m7!3m6!1s0x145287847ec8642b:0x7e01dd6a5bc9d57b!8m2!3d27.1954426!4d33.8239555!16s%2Fg%2F11r3272_rn!19sChIJK2TIfoSHUhQRe9XJW2rdAX4?authuser=0&hl=en&rclk=1","Apartment For Sale","01004402733","1","5.0","N/A"," 5RWF+5HG, Touristic Villages, Hurghada 1, Red Sea Governorate 1962737 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D9%85%D8%B3%D8%A7%D9%83%D9%86+%D8%A7%D9%84%D8%A7%D8%B9%D9%84%D8%A7%D9%86+%D8%A7%D9%84%D8%B9%D8%A7%D8%B4%D8%B1+%D8%B9%D9%85%D8%A7%D8%B1%D9%87+%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%B3233%E2%80%AD/data=!4m7!3m6!1s0x14528748e6a71523:0x6cad9374e9348b35!8m2!3d27.2298612!4d33.805286!16s%2Fg%2F11j_2049hb!19sChIJIxWn5kiHUhQRNYs06XSTrWw?authuser=0&hl=en&rclk=1","مساكن الاعلان العاشر عماره البرنس233","N/A","2","5.0","N/A"," 6RJ4+43G، قسم ثان الغردقة، البحر الأحمر 1952321، ","Apartment complex","complex"
"https://www.google.com/maps/place/%D8%B2%D9%87%D8%B1%D8%A7%D8%A1+%D8%A7%D9%84%D8%BA%D8%B1%D8%AF%D9%82%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14528783ee1577ad:0x3c05fa9e7642a857!8m2!3d27.2240975!4d33.8078576!16s%2Fg%2F11kblczf4b!19sChIJrXcV7oOHUhQRV6hCdp76BTw?authuser=0&hl=en&rclk=1","زهراء الغردقة","N/A","6","3.5","N/A"," 6RF5+J4Q، الشيخ شحات، ابوعشرة, Hurghada 1, Red Sea Governorate 1952302 ","Apartment complex","complex"
"https://www.google.com/maps/place/%D8%B3%D9%83%D9%86+%D8%B5%D9%81%D9%88%D8%AA+%D8%A8%D8%A7%D9%84%D8%BA%D8%B1%D8%AF%D9%82%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14528700110cfd6f:0xb56d115f40c97e51!8m2!3d27.2225684!4d33.8099413!16s%2Fg%2F11xghvm46p!19sChIJb_0MEQCHUhQRUX7JQF8RbbU?authuser=0&hl=en&rclk=1","سكن صفوت بالغردقة","N/A","N/A","N/A","N/A"," 6RF6+435, Hurghada 1, Red Sea Governorate 1952202 ","Apartment complex","complex"
